ObjectID,Object Number,Mnemonic,Classification,Culture,Period,Display Name,Alpha Sort,Object Name,Title Sort,Date,Begin Date,Medium/Materials,Dimensions,Description,WebDescription
82369,LEEDM.E.1972.0193,Social History,Music,,,Merill Gally,"Gally, Merill",organ,paper roll organ,after 1883,1883,wood,object: 330 x 305mm,"paper roll organ, ""THE REED-PIPE / CLARIONA"", man.  Merill-Gally, New York USA, last patent 1883","This paper roll organ is named ""THE REED-PIPE CLARIONA"", and was designed by Merill-Gally, New York USA.  It has a list of patent datees between 1866 and 1883.  Merill Gally claimed to have invented the organette (although others also claimed the same).  His designs seem to haev been sold by mail order.  The ""reed pipes"" were wooden channels which sat above the reeds to help resonate the sound, but had to be removed and replaced every time the paper roll was changed."
82969,LEEDM.E.1973.0044.0001.33,Social History,Smoking & tobacco,,,,,case,vesta case,late 19th Century,1870,"metal, silver","object height: 58mm
object width: 40mm","vesta case, rectangular, silver, with picture of owl embossed on one side",This silver vesta case is embossed with the picture of an owl on one side. It was made to hold an early type of match known as a wax vesta (Vesta was the Roman goddess of the hearth).  There is a ribbed groove on the underside of the case to strike the match.
106773,LEEDM.E.1973.0044.0034.2,Social History,Medical,,,Copeland,Copeland,cup,feeding cup,late 19th Century,1867,ceramic,object: 143 x 125 x 68mm,"white glazed feeding cup with side handle and  spout, blue underglaze transfer printed floral  decoration (incl. wild roses), blue printed mark  ""13 / Copeland / Late Spode""","This is a feeding cup with side handle and spout, designed for use by bed-ridden invalids.  Because the spout was difficult to clean properly they were not very hygienic and may sometimes have helped to spread infections rather than cure the sick.  It is made of earthenware with a blue underglaze transfer printed floral decoration including wild roses.  There is a  blue printed mark on the underside:  ""13 / Copeland / Late Spode""."
83580,LEEDM.E.1973.0044.0129.1,Social History,Ceramics,,,Leeds Fireclay Company Ltd.,Leeds Fireclay Company Ltd.,vase,bull frog vase,1889-1900,1889,ceramic,object: 170mm,"bull frog vase, moulded in the form of a Japanese  bull frog on 3 feet; orange yellow glaze;  impressed ""583 / BF (monogram) / ENGLAND""","This is one of the quirkier designs of Burmantofts vase and is moulded in the form of a Japanese bull frog  with three feet.  The orange yellow glaze is one of the standard glaze colours used in Burmantofts art pottery.  It is impressed ""583 / BF (monogram) / ENGLAND"" on the underside. BF stands for Burmantofs Faience."
83581,LEEDM.E.1973.0044.0129.2,Social History,Ceramics,,,Leeds Fireclay Company Ltd.,Leeds Fireclay Company Ltd.,figure,dragon figure,c 1890,1880,"ceramic, earthenware; glass",object: 127 x 114mm,"earthenware dragon figure, green glaze, glass  eyes; Burmantofts; impressed ""BF (monogram) /  ENGLAND / 1004""","This earthenware figure of a dragon was made by the Leeds Fireclay Company at  Burmantofts.  It is impressed ""BF (monogram) /  ENGLAND / 1004"" (BF stands for Burmantofs Faience)."
83599,LEEDM.E.1973.0044.0133.2,Social History,Ceramics,,,,,mug,souvenir mug,late 19th Century,1867,"ceramic, porcelain",object: 68 x 66mm,"white porcelain mug, over painted in Burgundy red  with white oval inscribed in gold ""A Present /  from / Leeds""; unmarked","This white porcelain mug is over painted in red with a white oval inscribed in gold ""A Present  from Leeds"".  It does not have any manufacturers mark on the base, but was probably made in Staffordshire."
130051,LEEDM.E.1973.0072.0020.4,Social History,Medical,,,,,machine,pill rolling machine,late 19th Century,1870,metal & brass,"object height: 55mm
object width: 370mm
object depth: 335mm",pill roller or pilll making machine (brass ribbed roller and base),This device is pill making machine which consists of a brass ribbed roller and base.  Pills were made from pliable dough containing the prescribed medical ingredients.  This would be rolled and cut into uniform-sized pellets by this pill cutter.  They could then be rolled into balls and coated with sugar or silver using a separate device.
134381,LEEDM.E.1973.0132.0001.32,Social History,Glass,,,Geo. W. Blackburn,Geo. W. Blackburn,bottle,glass bottle,early 20th Century,1900,glass,"object height: 191mm
object width: 80mm
object depth: 34mm","pale green glass.  Paper label 'Geo. W. Blackburn,  Fine Old Port, Duke of York, Beeston Hill, Leeds'","This pale green glass bottle was used for port and is labelled ""Geo. W. Blackburn,  Fine Old Port, Duke of York, Beeston Hill, Leeds."
86155,LEEDM.E.1975.0014,Social History,Music,,,Lachenal & Co.,Lachenal & Co.,concertina,hexagonal concertina,late 19th Century,1867,wood,"object height: 185mm
object diameter: 205mm","hexagonal concertina in wooden box; instrument (register says label on instrument reads ""Lachenal & Co. / Patent  Concertina Manufacturers / London"")","This hexagonal concertina in its original wooden box.  The label on the instrument reads ""Lachenal & Co., Patent  Concertina Manufacturers, London""."
86731,LEEDM.E.1975.0104,Social History,Toys and games,,,Schuco,Schuco,toy,clockwork animal,c.1935,1930,"metal; textile, felt","object height: 101mm
object width: 94mm","clockwork toy pig, dressed in felt clothes,  carrying suitcase (containing clockwork  mechanism); man. Schuco Patent, Germany","This clockwork toy pig, dressed in felt clothes and carrying suitcase (which contains the clockwork mechanism) was made and patented by Schuco of Germany."
87317,LEEDM.E.1976.0076,Social History,Furniture,,,,,abacus,school abacus,late 19th Century,1867,wood; metal,object: 540 x 1320 x 330mm,"school abacus, square wooden frame on wooden  stand, painted green; in frame mounted 10 iron  bars (2 missing) horizontally, each with ten  wooden balls on them (originally each row painted  a different colour)","This wooden school abacus came from St Matthew's School in Chapel Allerton, Leeds.  It will have been painted a standard Leeds School Board green sometime during the early 20th century."
87561,LEEDM.E.1976.0150.0004,Social History,Medical,,,Charles Fozard,"Fozard, Charles",hand,prosthetic hand,late 19th Century,1867,wood,object: 229mm,"prosthetic or artificial hand, wood, with  adjustable fingers and joints, made by donor's great grandfather Charles Fozard (with a penknife) for his wife Ann Fozard","This prosthetic or artificial hand, wood, with adjustable fingers and joints, was made by the donor's great grandfather Charles Fozard (with a penknife) for his wife Ann Fozard."
87788,LEEDM.E.1977.0054.0001,Social History,Horology,,,,,clock,town crier clock,mid 19th Century,1834,"metal, iron",object: 203 x 152 x 406mm,"iron model of town crier (or clock seller), with  small pendulum clock attached to front of his  chest; model painted, wearing to hat and carrying  bell in one hand, stick in other","This iron model of town crier (or clock seller), with a small pendulum clock attached to front of his chest does not have a visible manufacturers mark, but was probably made in either the Black Forest (Germany) or Vienna (Austria)."
88292,LEEDM.E.1978.0059.0001.2,Social History,Ceramics,,,Middleton Railway & colliery,Middleton Railway & colliery,ashtray,souvenir ashtray,c 1911,1911,ceramic,object: 130 x 108mm,"pear shaped pottery ashtray, brown glaze with  relief moulded picture of early steam engine or  locomotive ""AD 1811""; impressed ""MIDDLETON /  LEEDS""","This ashtray was made by the Middleton Fireclay Works, Leeds to commemorate the centenary of the first commercially successful steam locomotive (the ""Salamanca"") which was patented by Matthew Murray in 1811 and commissioned by John Blenkinsop to run on the Middleton Railway."
88930,LEEDM.E.1979.0022.0001,Social History,Instruments and Tools,,Victorian,T. Briggs & Sons,T. Briggs & Sons,beater,egg beater,c 1890 - 1899,1890,"metal, tin; metal, brass; wood",object: 178 x 152mm,"egg beater, cylindrical with  hand turned gear mechanism with works whisks,  wooden handle; with brass plaques on front marked  GRIFFITHS' PATENT / 1 5417 / (royal coat of arms)  / SIZE NO. / KENT / SOLE MANUFACTURER / 199 HIGH  HOLBORN LONDON // T. BRIGG","This devise was probably an egg beater and has a  hand turned gear mechanism which works the whisks. It has also been previously suggested to have been an ice-cream maker, but this does not seem to match the patent information.   The brass plaques on the front are marked  ""GRIFFITHS' PATENT 1 5417  (royal coat of arms)  / SIZE NO. / KENT / SOLE MANUFACTURER / 199 HIGH  HOLBORN LONDON // T. BRIGGS & SONS. / LEEDS / TOP  OF ALBION ST.""  
T. Briggs and Sons were ironmongers who were in business from 1848 to at least 1910."
89595,LEEDM.E.1980.0086.0002,Social History,Ceramics,,,H. Foggitt,"Foggitt, H.",mug,souvenir mug,c 1888,1878,ceramic,object: 86mm,"white porcelain mug with black transfer print of  ""KIRKSTALL ABBEY""; marked ""H. FOGGITT / RD. NO.  92391 / KIRKSTALL""","This mug and other souvenirs like it were sold by Mr H. Foggitt from his shop on commercial road in Kirkstall at the turn of the century. This particular design was registered in 1888, the year that the abbey was sold to Colonel North and probably appeared on all kinds of Kirkstall Abbey memorabilia.
"
89597,LEEDM.E.1980.0088.0002,Social History,Ceramics,,,,,teapot,double-spout teapot,c 1890 - 1899,1890,"ceramic, earthenware","object height: 210mm
object diameter (base): 140mm","black glazed earthenware teapot; double spout;  with detachable lid; green band with flowers  around top, gold patterning elsewhere",This black glazed earthenware teapot has a double spout in order to be able to pour two cups at once.
90612,LEEDM.E.1982.0003.0011,Social History,Instruments and Tools,,Georgian,,,urn,tea urn,early 19th Century,1800,"metal, copper & brass & bone","object height: 430mm
object width: 320mm
object depth: 300mm","copper tea urn with lid, copper body stands on  four legs, elaborate brass fittings (Napoleonic  eagles), bone handles; late Georgian",This highly decorated tea urn stands on four legs protruding from a base. Six eagles are incorporated into the design and the spout is made of brass.  It is typical of late Georgian style.
90620,LEEDM.E.1982.0003.0016,Social History,Cinematography/Photographic,,,"Taylor, Tunnicliff, & Co","Taylor, Tunnicliff, & Co",washer,plate washer,early 20th Century,1900,"ceramic, porcelain",object: 127 x 127 x 114mm,"white glazed pot marked ""The Improved Rational  Plate Washer"", Rd. No. 261705, GRANITINE.  For use in photography.","This ceramic vessel is marked  ""The Improved Rational  Plate Washer"", Rd. No. 261705, GRANITINE and was designed for use in developing photographs from glass quarter-plate negatives. Granitine was a trade name for a range of darkroom products produced by Taylor, Tunnicliff & Co. of Hanley, Staffordshire, from about 1887."
220559,LEEDM.E.1982.0044.0005.K,Social History,Ceramics,,,William Moorhouse & Sons,William Moorhouse & Sons,jar,stoneware jar,1919-1925,1919,"ceramic, stoneware","object height: 182mm
object width: 120mm
object depth: 120mm","cream stoneware jar with waxed paper lid, 'Moorhouse's  Fig Jam,","This cream stoneware jar with waxed paper lid is labelled for  'Moorhouse's  Fig Jam"".  This was made at  William Moorhouse & Sons'
of Leeds.  The figure of a baker was later replaced by the more child-like advertising mascot figure known as ""Sonny Sunglow""."
91075,LEEDM.E.1982.0044.0023.2,Social History,Crafts and Trades,,,,,canister,grocer's canister,late 19th Century,1880,metal,"object height: 472mm
object diameter: 262mm",large food storage tin with picture of dog holding a duck on side; grocer's,"This storage tin or canister would have been used to keep dried goods in a grocer's shop.  It is illustrated with picture of hunting dog holding a duck in its mouth, but probably had no direct relation to the contents of the tin, unless it was possibly intended for dog biscuits!"
92672,LEEDM.E.1983.0041.0001,Social History,Glass,,,Kirkstall Brewery,Kirkstall Brewery,bottle,beer bottle,c 1910,1900,glass,"object height: 215mm
object diameter: 64mm","brown glass bottle, ""Kirkstall Brewery / Co. Ltd.  / Kirkstall"", writing on lid says ""John Smiths  Ltd. / 1912 / BB / Tadcaster""","This beer bottle is embossed ""Kirkstall Brewery Co. Ltd.  Kirkstall"".

The Kirkstall Brewery Co Ltd was registered in 1871, and by 1898 the brewery was producing around 72,000 barrels of beer a year. The beer was sold in Leeds, Yorkshire and beyond.
"
93719,LEEDM.E.1983.0105,Social History,Furniture,,,,,chair,high chair,1912,1912,wood & metal,"object height (approx, fully extended): 1016mm","oak infant's high chair, collapsible to low chair by means of hand operated metal ratchet device, complete with tray, presently lined with blue green and blacks lined on white ""fablon""",This infant's high chair which is collapsible to make a low chair by means of a hand operated metal ratchet device.  Chairs very similar to this were advertised by the Leeds ironmonger's firm T. Briggs & Sons in 1888.
